```csv
topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Achondroplasia: Clinical Examination,Spinal Stenosis Assessment,"What spinal assessments are important in Achondroplasia?","Assessing for spinal stenosis, particularly at the foramen magnum and lumbar spine, is also important.","Why is spinal stenosis a concern?","Spinal stenosis can lead to neurological symptoms and requires careful monitoring and management.","spinal stenosis, foramen magnum, lumbar spine, neurological symptoms"
Chromosomal & Teratologic Disorders: Down's Syndrome,Associated Conditions,"What are the common associations with Down's Syndrome (Trisomy 21)?","Down's Syndrome is associated with hypotonia, intellectual disability, cardiac defects, and orthopaedic manifestations.","What orthopaedic issues are common?","These include atlantoaxial instability, scoliosis, hip dislocation, and foot deformities.","Down's Syndrome, Trisomy 21, hypotonia, intellectual disability, cardiac defects, orthopaedic manifestations, atlantoaxial instability, scoliosis, hip dislocation, foot deformities"
Chromosomal & Teratologic Disorders: Down's Syndrome,Orthopaedic Management Focus,"What is the focus of orthopaedic management in Down's Syndrome?","Management addresses specific orthopaedic issues to improve function and prevent secondary complications, particularly spinal instability.","What is the priority in managing these orthopaedic issues?","Addressing spinal instability is a key priority in the management plan.","orthopaedic management, improve function, prevent complications, spinal instability"
Chromosomal & Teratologic Disorders: Nail Patella Syndrome,Cardinal Features,"What are the cardinal features of Nail Patella Syndrome?","Nail Patella Syndrome is an AD disorder with dysplastic nails, hypoplastic patellae, conical iliac horns, and dysplastic radial heads.","What are the four main characteristics?","The four main features are nail dysplasia, hypoplastic patellae, iliac horns, and radial head abnormalities.","Nail Patella Syndrome, autosomal dominant, AD disorder, dysplastic nails, hypoplastic patellae, conical iliac horns, dysplastic radial heads"
Chromosomal & Teratologic Disorders: Nail Patella Syndrome,Potential Complications and Screening,"What potential complications can arise from Nail Patella Syndrome?","It can lead to elbow arthritis, patellar instability, and importantly, autoimmune nephropathy in ~40% of cases.","What screening is recommended?","Periodic renal screening is necessary due to the risk of autoimmune nephropathy.","elbow arthritis, patellar instability, autoimmune nephropathy, renal screening"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Turner's Syndrome Features,"What are the features of Turner's syndrome?","Turner's syndrome (45, XO) presents with short stature, hypogonadism, webbed neck, cubitus valgum, and scoliosis.","What are the key clinical manifestations?","Short stature, lack of puberty, webbed neck, and elbow deformities are common.","Turner's syndrome, 45, XO, short stature, hypogonadism, webbed neck, cubitus valgum, scoliosis"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Noonan and Prader-Willi Syndromes,"What are the features of Noonan syndrome?","Noonan syndrome shares similar features with Turner's but has normal sexual development and more severe scoliosis.","What about Prader-Willi syndrome?","Prader-Willi involves hypotonia, obesity, and intellectual impairment with juvenile scoliosis.","Noonan syndrome, normal sexual development, severe scoliosis, Prader-Willi syndrome, hypotonia, obesity, intellectual impairment, juvenile scoliosis"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Rett's and Beckwith-Wiedemann Syndromes,"What are the features of Rett's syndrome?","Rett's syndrome causes progressive spasticity and abnormal hand movements.","What about Beckwith-Wiedemann syndrome?","Beckwith-Wiedman features organomegaly and potential hemihypertrophy.","Rett's syndrome, progressive spasticity, abnormal hand movements, Beckwith-Wiedemann syndrome, organomegaly, hemihypertrophy"
Differential Diagnosis of Torticollis,Causes of Torticollis,"What are the causes of torticollis?","Torticollis can be muscular (SCM contracture, common), acute idiopathic (muscle spasm), congenital (occipitocervical anomalies), neurogenic (nerve tumor), ocular (visual problem), or due to atlanto-axial rotatory instability.","What is the most common cause?","Muscular torticollis, due to sternocleidomastoid (SCM) contracture, is the most common orthopaedic cause.","torticollis, wry neck, muscular torticollis, SCM contracture, acute idiopathic, congenital, neurogenic, ocular, atlanto-axial rotatory instability"
Differential Diagnosis of Torticollis,Muscular Torticollis Presentation,"How does muscular torticollis typically present?","Muscular torticollis is characterized by an SCM mass and associated facial asymmetry due to prolonged abnormal head positioning.","What physical findings suggest muscular torticollis?","A palpable SCM mass and facial asymmetry are key indicators.","muscular torticollis, SCM mass, facial asymmetry, abnormal head positioning"
Genetics,Basic Concepts,"What are chromosomes, and what do they contain?","Chromosomes, located in the cell nucleus, are composed of DNA, RNA, and proteins, arranged in a double helix. Humans have 46 chromosomes: 22 pairs of autosomes and 2 sex chromosomes (XX for females, XY for males).","What are genes?","Genes are DNA sequences that code for protein synthesis.","chromosomes, cell nucleus, DNA, RNA, proteins, double helix, autosomes, sex chromosomes, genes, protein synthesis"
Genetics,Genotype and Phenotype,"How does genotype relate to phenotype?","Genotype determines phenotype, and abnormalities can arise from chromosomal duplication, absence, or structural problems.","What causes phenotypic abnormalities?","Phenotypic abnormalities can result from changes in chromosome number or structure.","genotype, phenotype, chromosomal abnormalities, duplication, absence, structural problems"
Useful Tables: Genes and Inheritance Patterns in Orthopaedic Disease,Genetic Links in Orthopaedic Conditions,"What are some examples of genes and inheritance patterns in orthopaedic disease?","Many orthopaedic conditions have genetic links. Achondroplasia is AD due to FGFR3 mutation, while Cleidocranial dysplasia involves CBFA1. Ehlers-Danlos and Marfan syndromes are AD due to collagen defects. Neurofibromatosis Type 1 is AD due to the neurofibromin gene. Pseudoachondroplasia involves the COMP gene.","What inheritance patterns are observed?","Autosomal dominant (AD) inheritance is common, as seen in achondroplasia, Ehlers-Danlos, and neurofibromatosis.","genes, inheritance patterns, orthopaedic disease, achondroplasia, FGFR3, Cleidocranial dysplasia, CBFA1, Ehlers-Danlos, Marfan syndromes, collagen, Neurofibromatosis Type 1, neurofibromin, Pseudoachondroplasia, COMP, autosomal dominant"
Useful Tables: Genes and Inheritance Patterns in Orthopaedic Disease,Recessive Inheritance,"Are there orthopaedic conditions with recessive inheritance patterns?","Yes, recessive inheritance patterns are seen in conditions like Gauchers Disease (AR) and Diastrophic Dysplasia (AR).","What does autosomal recessive (AR) inheritance mean?","Autosomal recessive inheritance means two copies of an abnormal gene are required for the trait to be expressed.","recessive inheritance, Gauchers Disease, Diastrophic Dysplasia, autosomal recessive, AR, abnormal gene"
Alternative Options to Physeal Bar Resection,Resection Alternatives,"What are alternatives to physeal bar resection?","Alternatives include epiphysiodesis (in older children), osteotomy (to correct existing angulation), limb lengthening (at skeletal maturity), and delayed hemiepiphysiodesis.","What are the options for correcting existing angulation?","Osteotomy can be used to correct existing angulation, often combined with bar resection.","physeal bar resection, alternatives, epiphysiodesis, osteotomy, limb lengthening, skeletal maturity, delayed hemiepiphysiodesis"
Alternative Options to Physeal Bar Resection,Bar Resection Techniques,"What are the techniques for physeal bar resection?","Resection techniques involve osteotomy or a metaphyseal window, with the resected space filled with an interposition graft (fat or PMMA).","What fills the space after bar resection?","An interposition graft, such as fat or PMMA, is used to fill the resected space.","physeal bar resection, osteotomy, metaphyseal window, interposition graft, fat graft, PMMA"
Alternative Options to Physeal Bar Resection,Corrective Osteotomy,"When is a corrective osteotomy performed?","Corrective osteotomy may be performed if significant, non-recoverable angular deformity is present.","What is the purpose of this osteotomy?","It aims to correct existing angular deformities that cannot be addressed by bar resection alone.","corrective osteotomy, non-recoverable angular deformity"
Conditions affecting various parts of the Physis & Epiphysis,Epiphyseal Conditions,"What epiphyseal conditions are mentioned?","Epiphyseal conditions include Multiple Epiphyseal Dysplasia and Trevor's disease (Epiphyseal Hyperplasia).","What affects the reserve zone of the physis?","The reserve zone can be affected by Gaucher's Disease and Pseudoachondroplasia.","epiphyseal conditions, Multiple Epiphyseal Dysplasia, Trevor's disease, Epiphyseal Hyperplasia, reserve zone, Gaucher's Disease, Pseudoachondroplasia"
Conditions affecting various parts of the Physis & Epiphysis,Physeal Zone Impacts,"What impacts the proliferative zone of the physis?","The proliferative zone is impacted by Achondroplasia (reduced growth) and Gigantism (increased growth).","What affects the hypertrophic zone?","The hypertrophic zone can be affected by fractures, SUFE (Slipped Upper Femoral Epiphysis), mucopolysaccharidoses, and enchondromas.","proliferative zone, proliferative zone, Achondroplasia, Gigantism, hypertrophic zone, fractures, SUFE, mucopolysaccharidoses, enchondromas"
Conditions affecting various parts of the Physis & Epiphysis,Provisional Calcification Zone and Metaphysis,"What affects the provisional zone of calcification?","The provisional zone of calcification is affected in Rickets and Osteomalacia.","What can affect the metaphysis?","The metaphysis can be affected by Rickets, SUFE (related to renal failure), osteomyelitis, scurvy, and osteogenesis imperfecta.","provisional zone of calcification, metaphysis, Rickets, Osteomalacia, SUFE, renal failure, osteomyelitis, scurvy, osteogenesis imperfecta"
Diseases affecting the growth Plate,Achondroplasia and Growth,"How does achondroplasia affect the growth plate?","Achondroplasia is characterized by an altered Fibroblast Growth Factor receptor 3 (FGFR3), affecting the proliferative zone and thus longitudinal growth.","What is the consequence of this FGFR3 alteration?","It leads to significantly reduced longitudinal bone growth.","Achondroplasia, growth plate, Fibroblast Growth Factor receptor 3, FGFR3, proliferative zone, longitudinal growth"
Diseases affecting the growth Plate,Unaffected Ossification,"What ossification processes remain unaffected in achondroplasia?","Intramembranous and appositional ossification, including skull bones, remain unaffected, leading to macrocephaly, frontal bossing, and limb shortening.","What are the consequences of unaffected intramembranous ossification?","This results in characteristic features like a large head (macrocephaly), prominent forehead (frontal bossing), and disproportionately short limbs.","Intramembranous ossification, appositional ossification, skull bones, macrocephaly, frontal bossing, limb shortening"
Factors Affecting Physeal Bar Resection,Decision Factors,"What factors influence the decision to resect a physeal bar?","Factors include etiology (trauma yields better results than infection), affected physis and its growth contribution, patient age and remaining growth potential, bar size (ideally <25%, max 50%), and bar location (peripheral vs. central).","What is the ideal bar size for resection?","Bars ideally should be less than 25% of the physis cross-section, with a maximum of 50% considered.","physeal bar resection, factors, etiology, physis, growth contribution, patient age, remaining growth, bar size, bar location, peripheral bar, central bar"
Factors Affecting Physeal Bar Resection,Bar Location Significance,"What is the significance of bar location?","Peripheral bars causing angular deformity should be resected, while central bars may cause length discrepancy but not necessarily deformity.","How does bar location influence the decision?","Peripheral bars causing angular deformity warrant resection, whereas central bars causing length discrepancy might be managed differently.","bar location, angular deformity, length discrepancy"
Factors Affecting Physeal Bar Resection,Recommended Growth Potential,"What is the recommended growth potential for bar resection?","Resection is generally recommended for children with at least 2 cm of growth remaining.","Why is remaining growth important?","Sufficient remaining growth is necessary for the corrective surgery to be effective and for the limb to normalize length or alignment.","recommended growth potential, 2 cm growth remaining"
Paget's Disease of Bone,Definition and Demographics,"What is Paget's disease of bone?","Paget's disease is a metabolic bone disorder with disordered osteoclast and osteoblast activity, leading to abnormal bone. It is more common in men and increases with age.","What are the demographic trends?","It is more prevalent in men and incidence increases with age.","Paget's disease of bone, metabolic bone disorder, osteoclast, osteoblast, abnormal bone, men, age"
Paget's Disease of Bone,Pathophysiology and Clinical Presentation,"What is the pathophysiology of Paget's disease?","The pathophysiology involves initial osteoclast overactivity, followed by compensatory osteoblastic activity, resulting in accelerated but disorganized bone formation.","How does it typically present clinically?","Clinical presentation is often incidental, with fractures, arthritis, bone pain, and nerve compression being potential complications.","pathophysiology, osteoclast overactivity, osteoblastic activity, disorganized bone formation, clinical presentation, incidental finding, fractures, arthritis, bone pain, nerve compression"
Paget's Disease of Bone,Malignant Transformation Risk,"What is the risk of malignant transformation in Paget's disease?","Malignant transformation to osteosarcoma occurs in about 30x increased risk, particularly in long-standing polyostotic disease.","What type of cancer is a risk?","Osteosarcoma is the primary concern for malignant transformation.","malignant transformation, osteosarcoma, increased risk, polyostotic disease"
Physeal Injuries and Bar Formation,Causes of Bar Formation,"What causes physeal bars?","Physeal bars, or bony bridges, form when there is direct contact between the metaphysis and epiphysis, most commonly due to trauma or surgical intervention (e.g., pin placement).","Where are they most commonly found?","The distal femur is most susceptible due to its wavy shape.","physeal bars, bony bridges, metaphysis, epiphysis, trauma, surgical intervention, pin placement, distal femur"
Physeal Injuries and Bar Formation,Growth Arrest and Susceptibility,"What is the incidence of growth arrest from physeal fractures?","Growth arrest occurs in about 10% of physeal fractures, more commonly in Type 4 and 5 fractures, but is often not clinically significant in adolescents due to limited remaining growth.","Which physeal fracture types have higher growth arrest rates?","Type 4 and Type 5 fractures are more prone to causing growth arrest.","growth arrest, physeal fractures, Type 4, Type 5, adolescents, limited growth"
Physeal Injuries and Bar Formation,Bar Resection Considerations,"When is bar resection considered?","Bar resection is considered for angular deformity or significant length discrepancy, with careful planning based on growth remaining and bar size.","What are the key factors for planning bar resection?","Planning involves assessing remaining growth potential and the size of the physeal bar.","bar resection, angular deformity, length discrepancy, careful planning, growth remaining, bar size"
Rickets,Effect on Growth Plate,"How does rickets affect the growth plate?","Rickets affects the hypertrophic zone, specifically the provisional zone of calcification, where there is a failure of calcification.","What happens to the uncalcified matrix?","The uncalcified matrix becomes invaded by disordered blood vessels, resulting in a widened, hazy, and thick physis, along with characteristic metaphyseal flaring (cupping) due to a lack of metaphyseal calcification.","Rickets, growth plate, hypertrophic zone, provisional zone of calcification, failure of calcification, uncalcified matrix, metaphyseal flaring, cupping"
Useful Tables: Conditions Affecting Physis and Epiphysis,Physis and Epiphysis Involvement,"What conditions affect the physis and epiphysis?","Various conditions affect different zones of the physis and epiphysis. Epiphyseal involvement includes MED, SED, and Trevor's disease.","What are examples of epiphyseal conditions?","Multiple Epiphyseal Dysplasia (MED) and Spondyloepiphyseal Dysplasia (SED) affect the epiphysis. Trevor's disease involves epiphyseal hyperplasia.","physis, epiphysis, affected conditions, epiphyseal involvement, MED, SED, Trevor's disease, epiphyseal hyperplasia"
Useful Tables: Conditions Affecting Physis and Epiphysis,Zone-Specific Impacts,"What conditions affect specific zones of the physis?","The reserve zone can be affected by pseudoachondroplasia and Gaucher's. Proliferative zone issues relate to Achondroplasia and Gigantism. Hypertrophic zone can be affected by SUFE and trauma. Provisional calcification zone by rickets and osteomyelitis.","What affects the proliferative zone?","Achondroplasia (reduced growth) and Gigantism (increased growth) affect the proliferative zone.","zone-specific impacts, reserve zone, proliferative zone, hypertrophic zone, provisional calcification zone, pseudoachondroplasia, Gaucher's, Achondroplasia, Gigantism, SUFE, trauma, rickets, osteomyelitis"
Paediatric Lower Limb Deformities: Genu Varum and Blount's Disease,Genu Varum and Blount's Disease,"What causes genu varum in children?","Genu varum in children can be physiologic or pathological, with Blount's disease being the most common pathological cause.","What is Blount's disease?","Blount's disease is a condition of progressive varus and internal rotation deformity due to overload on the medial tibial physis, classified by Langenskold.","genu varum, physiologic, pathological, Blount's disease, medial tibial physis, overload, progressive varus, internal rotation, Langenskold classification"
Paediatric Lower Limb Deformities: Genu Varum and Blount's Disease,Management of Blount's Disease,"How is Blount's disease managed?","Management aims to restore the mechanical axis, with non-operative treatment for mild cases and operative correction (osteotomy, physeal bar resection) for progressive or severe deformities.","What are the treatment options for mild vs. severe Blount's?","Mild cases are managed non-operatively, while progressive or severe deformities require operative correction like osteotomy or physeal bar resection.","management, Blount's disease, mechanical axis, non-operative treatment, operative correction, osteotomy, physeal bar resection, progressive deformities, severe deformities"
Paediatric Lower Limb Deformities: Genu Varum and Blount's Disease,Comparison with Physiologic Bowing,"How does Blount's disease compare to physiologic genu varum?","Physiologic genu varum typically resolves spontaneously and is milder than Blount's disease.","What is the difference in severity?","Physiologic bowing is usually less severe and self-correcting compared to the progressive nature of Blount's disease.","comparison, physiologic genu varum, physiologic bowing, spontaneous resolution, milder, progressive nature"
Paediatric Lower Limb Deformities: Genu Valgum,Normal Range and Abnormal Findings,"When is genu valgum considered normal in children?","Genu valgum can be physiologic up to age 7. Abnormal findings include valgus >15 degrees, progressive valgus, or intermalleolar distance >10cm.","What signifies abnormal genu valgum?","Valgus greater than 15 degrees, progression of the valgus, or a wide intermalleolar distance are considered abnormal.","genu valgum, physiologic, abnormal findings, valgus >15 degrees, progressive valgus, intermalleolar distance >10cm"
Paediatric Lower Limb Deformities: Genu Valgum,Pathological Causes and Management,"What are the pathological causes of genu valgum?","Causes include obesity, trauma (Cozen's fracture), rickets, and skeletal dysplasias like MED.","How is genu valgum managed?","Management depends on the cause and severity, ranging from observation to guided growth (tethering of the lateral physis) or hemiepiphysiodesis, with osteotomy for older children or severe deformities.","pathological causes, obesity, trauma, Cozen's fracture, rickets, skeletal dysplasias, MED, management, observation, guided growth, hemiepiphysiodesis, osteotomy"
Paediatric Lower Limb Deformities: Tibial Bowing,Types of Tibial Bowing,"What are the types of tibial bowing?","Tibial bowing can be posteromedial (often physiologic due to intrauterine packaging) or anterolateral, which is strongly associated with congenital pseudoarthrosis of the tibia (CPT) and may require bracing or surgical intervention.","What is the association with CPT?","Anterolateral tibial bowing is strongly associated with congenital pseudoarthrosis of the tibia.","tibial bowing, posteromedial bowing, anterolateral bowing, intrauterine packaging, congenital pseudoarthrosis of the tibia, CPT, bracing, surgical intervention"
Paediatric Lower Limb Deformities: Tibial Bowing,Management of Anterolateral Bowing,"How is anterolateral tibial bowing with pseudoarthrosis managed?","Posteromedial bowing is usually self-limiting, though leg length discrepancy may require correction. Anterolateral bowing with pseudoarthrosis is a challenging condition often associated with NF1, managed with IM nailing, Ilizarov fixation, vascularized fibula transfer, or amputation.","What are the management strategies for anterolateral bowing?","Management options include IM nailing, Ilizarov fixation, vascularized fibula transfer, or amputation, especially when associated with NF1.","self-limiting, leg length discrepancy, anterolateral bowing, pseudoarthrosis, NF1, IM nailing, Ilizarov fixation, vascularized fibula transfer, amputation"
Paediatric Upper Limb Conditions: Brachial Plexus Birth Palsy,Cause and Types,"What causes Brachial Plexus Birth Palsy (BPBP)?","BPBP results from traction injury to the brachial plexus during birth.","What are the common types and their prognosis?","Erb's palsy (C5/C6) is most common with the best prognosis, while Klumpke's (C8/T1) and total plexus injuries have poorer outcomes.","Brachial Plexus Birth Palsy, BPBP, traction injury, brachial plexus, Erb's palsy, C5/C6, Klumpke's palsy, C8/T1, total plexus injuries, prognosis"
Paediatric Upper Limb Conditions: Brachial Plexus Birth Palsy,Prognostic Factors and Surgical Options,"What factors indicate a poor prognosis for BPBP?","Poor prognostic factors include pre-ganglionic injury and lack of biceps recovery by 5-6 months.","What surgical interventions are available for persistent deficits?","Management involves observation, ROM exercises, and surgical options like nerve grafting or tendon transfers for persistent deficits. Paralytic posterior shoulder dislocation can occur with severe cases, potentially requiring shoulder fusion.","poor prognosis, pre-ganglionic injury, biceps recovery, surgical options, nerve grafting, tendon transfers, persistent deficits, paralytic posterior shoulder dislocation, shoulder fusion"
Paediatric Upper Limb Conditions: Congenital Pseudoarthrosis of the Clavicle,Definition and Presentation,"What is congenital pseudoarthrosis of the clavicle?","Congenital pseudoarthrosis of the clavicle results from failure of ossification centers to unite, presenting as a firm mass.","How does it differ from tibial pseudoarthrosis?","Unlike tibial pseudoarthrosis, it rarely causes functional deficit or pain.","congenital pseudoarthrosis of the clavicle, failure of ossification, clavicle, firm mass, functional deficit, pain"
Paediatric Upper Limb Conditions: Congenital Pseudoarthrosis of the Clavicle,Treatment Outcomes,"What are the treatment outcomes for congenital pseudoarthrosis of the clavicle?","Surgical excision of the pseudoarthrosis with ORIF and bone grafting has high union rates.","When is surgical intervention considered?","Surgical intervention is considered if appearance or function is compromised by the condition.","treatment outcomes, surgical excision, ORIF, bone grafting, high union rates, appearance, function"
Paediatric Upper Limb Conditions: Sprengel's Deformity,Definition and Associated Conditions,"What is Sprengel's deformity?","Sprengel's deformity is a developmental disorder causing incomplete descent of the scapula, leading to hypoplastic shoulder musculature and dysfunction, particularly in abduction.","What conditions are associated with it?","It is associated with scoliosis, Klippel-Feil syndrome, and omovertebral bars (which require excision).","Sprengel's deformity, developmental disorder, incomplete scapular descent, scapula, hypoplastic musculature, dysfunction, abduction, scoliosis, Klippel-Feil syndrome, omovertebral bars"
Paediatric Upper Limb Conditions: Sprengel's Deformity,Management Approaches,"What are the management approaches for Sprengel's deformity?","Management involves non-operative observation for mild cases or the Woodward procedure (scapulothoracic release, omovertebral bar excision, and scapular translation) for most patients.","What additional procedure might be done?","A clavicle osteotomy may be performed to prevent brachial plexus neuropraxia.","management approaches, non-operative observation, Woodward procedure, scapulothoracic release, omovertebral bar excision, scapular translation, clavicle osteotomy, brachial plexus neuropraxia"
Paediatric Upper Limb Conditions: Congenital Synostosis of the Forearm,Definition and Presentation,"What is congenital synostosis of the forearm?","Congenital synostosis of the forearm is a failure of differentiation of the forearm bones, usually resulting in a fixed pronation deformity.","What is the typical outcome of this condition?","It typically leads to a fixed pronation deformity of the forearm.","congenital synostosis of the forearm, failure of differentiation, forearm bones, fixed pronation deformity"
Paediatric Upper Limb Conditions: Congenital Synostosis of the Forearm,Associated Anomalies and Surgical Indication,"Can congenital forearm synostosis occur with other issues?","Yes, it can be isolated or associated with other developmental anomalies.","When is surgery considered for this condition?","Surgery, such as rotational osteotomy, is rarely indicated and has a high complication rate.","associated anomalies, developmental anomalies, surgery, rotational osteotomy, rarely indicated, high complication rate"
Paediatric Upper Limb Conditions: Trigger Finger/Thumb,Description and Prevalence,"What is trigger thumb in children?","Trigger thumb is more common than trigger digits in children, presenting with painful triggering and a palpable nodule.","How common is it compared to trigger digits?","It is more common than trigger digits in the pediatric population.","trigger thumb, trigger digits, children, painful triggering, palpable nodule"
Paediatric Upper Limb Conditions: Trigger Finger/Thumb,Management Options,"What are the management options for trigger thumb?","Conservative management involves observation until age one, as spontaneous resolution can occur. Surgical release of the A1 pulley is indicated for persistent or painful cases, with care taken to avoid the digital nerve.","When is conservative management appropriate?","Conservative management, involving observation, is appropriate until age one due to the possibility of spontaneous resolution.","management options, conservative management, observation, spontaneous resolution, surgical release, A1 pulley, digital nerve"
Congenital Dislocations: Knee and Patella,Knee Dislocation Management,"How is congenital knee dislocation managed?","Congenital knee dislocation is a rare disorder, often associated with breech presentation or ACL deficiency. Management usually involves closed reduction and serial casting.","What are common causes and treatments?","Common causes include breech presentation and ACL deficiency; treatment involves closed reduction and serial casting.","congenital knee dislocation, rare, breech presentation, ACL deficiency, closed reduction, serial casting"
Congenital Dislocations: Knee and Patella,Patellar Dislocation Correction,"What is required for congenital patellar dislocation?","Congenital dislocation of the patella is less common and presents with knee hyperextension and a laterally displaced patella, requiring surgical correction involving soft tissue releases and retinacular repair.","What surgical procedures are performed?","Surgical correction involves soft tissue releases and retinacular repair.","congenital patellar dislocation, knee hyperextension, laterally displaced patella, surgical correction, soft tissue releases, retinacular repair"
Congenital Dislocations: Radial Head Dislocation,Associated Conditions and Symptoms,"What conditions are associated with congenital radial head dislocation?","Congenital radial head dislocation, most commonly anterior, is often associated with other anomalies like achondroplasia or Nail Patella Syndrome.","What are the typical symptoms?","It is usually an incidental finding, but may cause pain or reduced ROM in adolescence.","congenital radial head dislocation, anterior dislocation, achondroplasia, Nail Patella Syndrome, incidental finding, pain, reduced ROM"
Congenital Dislocations: Radial Head Dislocation,Management and Surgical Considerations,"How is congenital radial head dislocation managed?","Management is usually non-operative, but surgical options like radial head excision or annular ligament reconstruction are considered for symptomatic cases, often requiring equalization of forearm bone lengths.","When is surgery considered?","Surgery is considered for symptomatic cases, often requiring bone length equalization.","management, non-operative, surgical options, radial head excision, annular ligament reconstruction, symptomatic cases, forearm bone lengths"
Chromosomal & Teratologic Disorders: Down's Syndrome,Orthopaedic Manifestations in Down's Syndrome,"What are the orthopaedic manifestations of Down's Syndrome (Trisomy 21)?","Down's Syndrome is associated with hypotonia, intellectual disability, cardiac defects, and orthopaedic manifestations including atlantoaxial instability, scoliosis, spondylolisthesis, hip dislocation, and foot deformities.","What spinal issues are particularly concerning?","Atlantoaxial instability and spondylolisthesis are significant spinal concerns.","orthopaedic manifestations, Down's Syndrome, Trisomy 21, hypotonia, intellectual disability, cardiac defects, atlantoaxial instability, scoliosis, spondylolisthesis, hip dislocation, foot deformities"
Chromosomal & Teratologic Disorders: Down's Syndrome,Management Focus,"What is the primary focus of orthopaedic management in Down's Syndrome?","The primary focus is on addressing specific orthopaedic issues, particularly spinal instability, to improve function and prevent complications.","What is the priority in managing these conditions?","Prioritizing the management of spinal instability is key to improving overall function and preventing secondary issues.","orthopaedic management, spinal instability, improve function, prevent complications"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Turner's Syndrome Manifestations,"What are the clinical manifestations of Turner's syndrome?","Turner's syndrome (45, XO) in females presents with short stature, hypogonadism, webbed neck, cubitus valgum, and scoliosis.","What are the key features of this condition?","Short stature, lack of puberty, webbed neck, and elbow deformities are characteristic.","Turner's syndrome, 45, XO, females, short stature, hypogonadism, webbed neck, cubitus valgum, scoliosis"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Noonan and Prader-Willi Syndromes,"How does Noonan syndrome compare to Turner's?","Noonan syndrome shares similar features but has normal sexual development and more severe scoliosis.","What are the features of Prader-Willi syndrome?","Prader-Willi syndrome involves hypotonia, obesity, and intellectual impairment, with juvenile scoliosis being an orthopaedic concern.","Noonan syndrome, normal sexual development, severe scoliosis, Prader-Willi syndrome, hypotonia, obesity, intellectual impairment, juvenile scoliosis"
Chromosomal & Teratologic Disorders: Nail Patella Syndrome,Key Features and Implications,"What are the defining features of Nail Patella Syndrome?","Nail Patella Syndrome is an autosomal dominant disorder characterized by dysplastic nails, hypoplastic patellae, conical iliac horns, and dysplastic radial heads.","What are the long-term implications?","It can lead to future complications like radial head dislocation, elbow arthritis, anterior knee pain, and autoimmune nephropathy, requiring periodic screening for renal involvement.","Nail Patella Syndrome, autosomal dominant, dysplastic nails, hypoplastic patellae, conical iliac horns, dysplastic radial heads, radial head dislocation, elbow arthritis, anterior knee pain, autoimmune nephropathy, renal screening"
Paediatric Limb Length Discrepancy (LLD) Management,LLD Measurement and Significance,"What is the significance of the magnitude of Limb Length Discrepancy (LLD)?","LLD less than 2 cm is generally asymptomatic. True LLD must be differentiated from apparent LLD due to pelvic obliquity or contractures.","When is LLD considered asymptomatic?","Discrepancies of less than 2 centimeters are typically asymptomatic.","LLD, asymptomatic, true LLD, apparent LLD, pelvic obliquity, contractures"
Paediatric Limb Length Discrepancy (LLD) Management,Growth Prediction and Treatment Options,"How is growth predicted for LLD management?","Growth prediction methods (Rule of Thumb, TW3 formula, Green & Anderson tables, Mosley graphs) help determine treatment.","What are the treatment options?","Options range from shoe raises for small discrepancies to epiphysiodesis, shortening, lengthening, or amputation for larger differences. Surgery is generally delayed until growth is predictable or near cessation.","growth prediction, Rule of Thumb, TW3 formula, Green & Anderson tables, Mosley graphs, treatment options, shoe raises, epiphysiodesis, shortening, lengthening, amputation, skeletal maturity"
Useful Tables: Conditions Affecting Physis and Epiphysis,Physis and Epiphysis Conditions,"What are the conditions affecting the physis and epiphysis?","Various conditions affect different zones of the physis and epiphysis. Epiphyseal involvement includes MED, SED, and Trevor's disease.","What are some examples of epiphyseal conditions?","Multiple Epiphyseal Dysplasia (MED), Spondyloepiphyseal Dysplasia (SED), and Trevor's disease affect the epiphysis.","physis, epiphysis, conditions, MED, SED, Trevor's disease"
Useful Tables: Conditions Affecting Physis and Epiphysis,Zone-Specific Pathologies,"What conditions affect specific zones of the physis?","The reserve zone can be affected by pseudoachondroplasia and Gaucher's. Proliferative zone issues relate to Achondroplasia and Gigantism. Hypertrophic zone can be affected by SUFE and trauma. Provisional calcification zone by rickets and osteomyelitis.","What affects the provisional calcification zone?","Rickets and osteomyelitis affect the provisional calcification zone of the physis.","zone-specific pathologies, reserve zone, proliferative zone, hypertrophic zone, provisional calcification zone, pseudoachondroplasia, Gaucher's, Achondroplasia, Gigantism, SUFE, trauma, rickets, osteomyelitis"
Differential Diagnosis of Intoeing,Causes and Spontaneous Resolution,"What causes intoeing in children?","Intoeing in children can be due to Metatarsus Adductus, Internal Tibial Torsion, Femoral Anteversion, Club Foot, or Cerebral Palsy.","Do these conditions resolve on their own?","Most conditions resolve spontaneously, but intervention may be needed if persistent or symptomatic.","intoeing, children, causes, Metatarsus Adductus, Internal Tibial Torsion, Femoral Anteversion, Club Foot, Cerebral Palsy, spontaneous resolution, intervention"
