topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Exercises: Weeks 1-3,Forearm Rotations,"How do I perform forearm rotations?","Keep the elbow of your injured arm tucked into your side and your elbow bent. Slowly rotate your palm up and down until you feel a mild to moderate stretch. Use your unaffected arm to assist if needed. Repeat 10-15 times pain-free.","Describe the forearm rotation exercise.","Keep the elbow bent at your side, rotate the forearm up and down to feel a stretch, repeating 10-15 times pain-free. Use the other arm for assistance.","Forearm Rotations, injured elbow, mild to moderate stretch, unaffected arm assist, pain-free"
Exercises: Weeks 1-3,Finger and wrist flexion and extension,"What are the finger and wrist exercises?","Open and close your hand 10-15 times. Move your wrist up and down 10-15 times. After a few days, hold a soft ball or rolled up socks. Squeeze the ball as hard as possible without causing pain. Hold for 5 seconds and repeat 10 times.","Describe the finger and wrist exercises.","Perform hand opening/closing and wrist flexion/extension 10-15 times. Later, squeeze a soft ball/socks for 5 seconds, repeating 10 times.","Finger and wrist flexion and extension, open and close hand, move wrist up and down, squeeze ball, soft ball, rolled socks"
Exercises: Weeks 1-3,Postural awareness,"How do I perform the postural awareness exercise?","Bring your shoulders back and gently squeeze your shoulder blades together. Hold for 20-30 seconds and repeat 5 times, provided there is no increase in symptoms.","Describe the postural awareness exercise.","Gently pull shoulder blades back and together, holding for 20-30 seconds, repeating 5 times, ensuring no pain increase.","postural awareness, shoulders back, shoulder blades together, hold position"
Exercises: Weeks 1-3,Shoulder pendulum exercises,"How do I perform shoulder pendulum exercises?","Stand leaning forward, supporting yourself with your uninjured arm. Relax your injured arm and swing it gently forwards/backwards, side to side, and in circles for 1-2 minutes total, without increasing symptoms.","Describe the shoulder pendulum exercises.","Lean forward supported by the uninjured arm, relax the injured arm, and swing it gently in various directions for 1-2 minutes without pain.","shoulder pendulum exercises, relax injured arm, gentle swing, forwards and backwards, side to side, circles"
Caring for your injury: weeks 3 to 6,Sling and Activity Level,"What should I do regarding my sling and activity level between weeks 3 and 6?","You can stop using the sling and start light activities. Increase movement with Stage 2 exercises. Avoid heavy lifting for the full 6 weeks. Begin Stage 3 exercises once Stage 2 exercises are pain-free.","What changes should I make to my sling use and activity level?","Stop using the sling, start light activities, progress to Stage 2 exercises, avoid heavy lifting, and begin Stage 3 exercises if pain-free.","weeks 3-6, stop using sling, light activities, Stage 2 exercises, avoid heavy lifting, Stage 3 exercises"
Caring for your injury: weeks 3 to 6,Exercise Progression,"What are the exercise progression guidelines for weeks 3-6?","Start Stage 2 exercises three weeks after the injury, doing them 4-5 times daily, repeating each 10 times. Exercises include active assisted flexion and external rotation.","What exercises should I start at 3 weeks?","Begin Stage 2 exercises: active assisted shoulder flexion and external rotation, performing them 4-5 times daily, 10 repetitions each.","weeks 3-6, exercise progression, Stage 2 exercises, active assisted flexion, active assisted external rotation"
Exercises: Weeks 3-6,Active assisted shoulder flexion,"How do I perform active assisted shoulder flexion?","Use your other hand to lift your injured arm up in front of you. Repeat 10 times, provided there is no increase in symptoms.","Describe the active assisted shoulder flexion exercise.","Lift the injured arm forward with the other hand, repeating 10 times pain-free.","active assisted shoulder flexion, lift injured arm forward, other hand assist"
Exercises: Weeks 3-6,Active assisted external rotation,"How do I perform active assisted external rotation?","Keep the elbow of your injured arm tucked into your side and your elbow bent. Hold onto a stick/umbrella/golf club or similar. Use your unaffected arm to push your injured hand outwards. Remember to keep your elbow tucked in. Push until you feel a stretch. If you don't have a stick, hold your injured arm at the wrist, guide it outwards with your good hand. Hold for 5 seconds, return to start. Repeat 10 times pain-free.","Describe the active assisted external rotation exercise.","Keep the elbow bent at your side, use a stick or the other arm to guide the injured hand outwards, holding for 5 seconds and repeating 10 times pain-free.","active assisted external rotation, elbow tucked in, hold stick, push hand outwards"
Caring for your injury: weeks 6 to 12,Recovery and Activity,"What can I expect regarding recovery and activity between weeks 6 and 12?","The injury should be largely healed. Resume normal activities gradually, guided by pain. Heavier tasks might still cause discomfort. Start Stage 3 exercises if needed, and begin lifting the arm overhead.","What should my activity level and exercise routine be like?","Resume normal activities gradually, guided by pain. Start Stage 3 exercises and begin lifting the arm overhead. Heavier tasks might still cause discomfort.","weeks 6-12, injury healed, resume normal activity, pain guided, heavier tasks, discomfort, Stage 3 exercises, lift arm overhead"
Caring for your injury: weeks 6 to 12,Exercise Progression,"What are the exercise progression guidelines for weeks 6-12?","Start Stage 3 exercises when full pain-free range of motion is achieved with assisted exercises. Progress to active range of motion without support, then build up regular activities.","What are the stages of exercise progression?","Progress from assisted movements to active range of motion without support, then gradually increase regular activities.","exercise progression, Stage 3 exercises, full pain-free range of motion, active range of motion, regular activities"
Exercises: Weeks 6-12,Active forward flexion,"How do I perform active forward flexion?","Lift your arm forwards in front of you. Try to raise the arm as high as you can. You do not need to push into pain. If this is too difficult, try the same movement with a bent elbow.","Describe the active forward flexion exercise.","Lift the injured arm forward with the thumb facing up, keeping it close to the body.","active forward flexion, thumb facing up, lift arm forward, close to body"
Exercises: Weeks 6-12,Active abduction,"How do I perform active abduction?","With your palm facing forwards, move your arm out to the side in a big arc. Try to raise the arm as high as you can. If this is too difficult, try it with a bent elbow.","Describe the active abduction exercise.","Move the injured arm out to the side in a large arc with the palm facing outwards, trying to raise it as high as possible. A bent elbow can be used if needed.","active abduction, palm facing forwards, move arm out to side, large arc"
Exercises: Weeks 6-12,Active external rotation,"How do I perform active external rotation?","Start with your elbow bent by your side. Move your forearm out to the side, keeping your elbow bent and near your waist.","Describe the active external rotation exercise.","Keep the elbow bent at your side and rotate the forearm outwards.","active external rotation, elbow bent by side, rotate forearm outwards"
Frequently asked questions,Trouble with sling,"What should I do if I have trouble with my sling?","Contact the Virtual Fracture Clinic. We can give you advice and may replace the sling.","Where can I get help if I have problems with my sling?","Contact the Virtual Fracture Clinic for advice or a possible replacement.","trouble with sling, contact Virtual Fracture Clinic, advice, replace sling"
Frequently asked questions,Driving,"When can I resume driving after an ACJ injury?","You can return to driving when: you are no longer using your sling, you can walk comfortably, and you can perform an emergency stop pain-free. Always test your ability to drive in a safe place first.","What are the criteria for returning to driving?","You can resume driving when you are sling-free, can walk comfortably, and can perform an emergency stop without pain. Test driving ability in a safe place first.","driving, return to driving, no longer using sling, walk comfortably, emergency stop pain-free"
Frequently asked questions,Fit note for work,"How can I get a 'fit note' for work?","Ask your GP for a 'fitness for work' statement. You can give this to your employer.","Where can I obtain a 'fit note' for work?","Ask your GP for a 'fitness for work' statement to provide to your employer.","fit note, work, GP, fitness for work statement"
Frequently asked questions,Sling return,"What should I do with my sling when I no longer need it?","Your sling cannot be used again, so you do not need to return it.","How should I dispose of the sling?","The sling cannot be reused, so you do not need to return it.","sling return, dispose of sling"
Contact the VFC,Contact Information,"How can I contact the Virtual Fracture Clinic?","Call 020 7288 3310.","What is the contact number for the Virtual Fracture Clinic?","The number is 020 7288 3310.","contact VFC, phone number"
Contact the VFC,When to Contact Us,"Under what circumstances should I contact the Virtual Fracture Clinic?","Please contact us if you have concerns about your injury or symptoms, cannot follow the rehabilitation plan, are expecting an appointment letter you haven't received, or need help with your boot, brace, or sling.","When should I contact the VFC?","Contact the VFC if you have concerns, are struggling with the plan, haven't received an appointment, or need help with equipment.","contact VFC, concerns, injury, symptoms, rehabilitation plan, appointment letter, boot, brace, sling"
Patient Support and Information,PALS,"How can I contact the Patient Advice and Liaison Service (PALS)?","Contact PALS on 020 7288 5551 or email mtw-tr.palsoffice@nhs.net. They are available Monday-Thursday 8:30am-4:30pm and Friday 8:30am-4:00pm.","What are the contact details and hours for PALS?","Contact PALS by phone at 020 7288 5551 or email mtw-tr.palsoffice@nhs.net during their operating hours (Mon-Thurs 8:30am-4:30pm, Fri 8:30am-4:00pm).","PALS, Patient Advice and Liaison Service, contact information, telephone, email, operating hours"
Patient Support and Information,Alternative Formats,"How can I request this leaflet in alternative formats?","Contact the Equality and Human Rights Department on 0300 131 4434 or esh-tr.AccessibleInformation@nhs.net for large print, audio, or translated versions.","What accessibility options are available for this leaflet?","The leaflet can be provided in large print, audio, or translated versions by contacting the Equality and Human Rights Department.","alternative formats, accessibility, large print, audio, translated, Equality and Human Rights Department"
Contact and Document Information,Contact Details,"What are the contact details for Whittington Health?","Contact Whittington Health at Twitter.com/WhitHealth, Facebook.com/WhittingtonHealth, by phone at 020 7272 3070, or visit www.whittington.nhs.uk.","Where can I find contact information for Whittington Health?","Contact them via Twitter, Facebook, phone (020 7272 3070), or their website (www.whittington.nhs.uk).","contact information, Whittington Health, Twitter, Facebook, phone number, website"
Contact and Document Information,Publication Details,"What are the details of this document?","Date published: 25/05/2022, Review date: 25/05/2024, Reference: HIC/LFT/2495/20.","What information is provided about the document's publication and review?","The leaflet was published on 25/05/2022, is due for review on 25/05/2024, and has reference HIC/LFT/2495/20.","document details, date published, review date, version, reference"
Abstract,Background,"What is the current debate regarding acute Rockwood type III ACJ dislocations?","The most appropriate approach, surgical or conservative, for acute Rockwood type III acromioclavicular joint (ACJ) dislocation is still under debate, as the advantages and disadvantages of each are not sufficiently quantified in the literature.","What is uncertain about treating Rockwood type III ACJ dislocations?","There is no consensus on the best treatment, and the pros and cons of surgical versus conservative methods are not well-defined.","background, Achilles tendon rupture, operative vs nonoperative treatment, management debate"
Abstract,Material/methods,"What methodology was employed in this systematic review and meta-analysis?","A systematic review and meta-analysis were performed according to PRISMA guidelines, using a PICOS framework. A literature search was conducted in four databases (PubMed, Scopus, Embase, Medline) for studies published between 2000 and March 2022. Methodological quality was assessed using ROBINS-I and RoB-2 tools.","How was the study conducted, and what quality assessment methods were used?","The study followed PRISMA guidelines, used a PICOS framework, searched four databases (PubMed, Scopus, Embase, Medline), and assessed quality using ROBINS-I and RoB-2 tools.","material/methods, systematic review, meta-analysis, PRISMA guidelines, PICOS framework, database search, quality assessment, ROBINS-I, RoB-2"
Abstract,Results,"How many studies and patients were included in the meta-analysis?","Five studies were included, with 73 patients treated conservatively and 110 treated surgically.","What was the study sample size and composition?","The analysis included five studies with a total of 73 conservatively treated patients and 110 surgically treated patients.","results, included studies, patients, conservative treatment, surgical treatment"
Abstract,Results,"What were the findings for the Constant Score (CS) and Acromioclavicular Distance (ACD)?","Only the acromioclavicular distance (ACD) showed a statistically significant difference (p < 0.05), favoring surgery. The Constant Score (CS) and coracoclavicular distance (CCD) showed a trend toward favoring surgery but were not statistically significant.","Were there significant differences in CS and ACD?","Yes, ACD showed a statistically significant difference favoring surgery (p < 0.05), while CS and CCD showed a non-significant trend favoring surgery.","results, Constant Score (CS), acromioclavicular distance (ACD), coracoclavicular distance (CCD), statistically significant difference, favoring surgery"
Abstract,Conclusions,"What is the overall conclusion regarding the treatment of acute Rockwood type III ACJ dislocations?","This study demonstrated statistically significant superiority of the mean ACD score in the surgical group's radiological follow-up compared to the conservative group. There was a trend towards better radiological and clinical results in the surgical group, though not statistically significant. High-quality RCTs are needed to clarify the most appropriate treatment.","What are the main conclusions of the study?","Surgery showed superior radiological results (ACD), with a trend towards better clinical outcomes (CS, CCD), but differences were not always statistically significant. High-quality RCTs are recommended for definitive answers.","conclusion, statistically significant superiority, mean ACD score, surgical group, conservative group, radiological follow-up, trend for better results, high-quality RCTs"
Introduction,Prevalence and Classification,"What is the incidence of Acromioclavicular Joint (ACJ) dislocation?","ACJ dislocation is common in young adult athletes, with an incidence of 4-12% in the shoulder region and an absolute incidence of about 3-4 cases per 100,000 people per year.","How common are ACJ dislocations?","They are common shoulder injuries, particularly in young adult athletes, with an incidence of 4-12% and an absolute rate of 3-4 cases per 100,000 people annually.","ACJ dislocation, prevalence, incidence, young adult athletes, shoulder region"
Introduction,Rockwood Classification,"What is the most frequently used classification for ACJ dislocations?","The Rockwood classification, proposed in 1984, is most commonly used and identifies six grades based on dislocation severity, clavicle position, and involved ligaments.","What system is commonly used to classify ACJ dislocations?","The Rockwood classification system, developed in 1984, is widely used to grade these injuries.","Rockwood classification, six grades, dislocation severity, clavicle position, ligaments"
Introduction,Treatment by Rockwood Type,"How are Rockwood types I and II ACJ injuries typically managed?","Rockwood types I and II injuries are treated conservatively, yielding excellent functional outcomes due to the absence of complete joint dislocation.","What is the management approach for mild ACJ dislocations?","Conservative treatment is standard for Rockwood types I and II as they do not involve complete joint dislocation.","Rockwood type I, Rockwood type II, conservative treatment, excellent functional outcomes"
Introduction,Treatment by Rockwood Type,"When is surgical treatment generally preferred for ACJ dislocations?","Surgical treatment is generally preferred for Rockwood types IV, V, and VI injuries, which involve complete ACJ dislocation with marked instability.","What types of ACJ dislocations usually require surgical intervention?","Rockwood types IV, V, and VI, characterized by complete dislocation and significant instability, typically necessitate surgical treatment.","Rockwood type IV, Rockwood type V, Rockwood type VI, surgical treatment, complete dislocation, joint instability"
Introduction,The Controversy of Type III Treatment,"What is debated regarding the management of Rockwood type III ACJ dislocations?","The most appropriate management for Rockwood type III dislocations is controversial and depends on surgeon preference, patient age, and activity level.","Why is the treatment for Type III ACJ dislocations debated?","There is no clear consensus on superiority, with treatment decisions influenced by surgeon preference, patient age, and activity level.","Rockwood type III, treatment controversy, surgeon preference, patient age, activity level"
Introduction,The Controversy of Type III Treatment,"What are the pros and cons of non-surgical versus surgical treatment for Type III ACJ injuries?","Non-surgical approaches reduce complications and allow faster recovery but may lead to persistent pain and deformity. Surgery has higher complication rates but can achieve anatomical restoration, which might be better for manual labor or competitive sports.","What are the advantages and disadvantages of each approach?","Non-surgical treatment has fewer complications and faster recovery but potential residual pain/deformity. Surgery has higher complication rates but can offer anatomical restoration.","non-surgical approach, surgical approach, pros and cons, complications, faster recovery, persistent pain, deformity, anatomical restoration"
Introduction,Study Aim,"What is the aim of this study regarding Rockwood III ACJ dislocations?","The study aims to evaluate and quantify the best treatment for acute Rockwood type III ACJ dislocations by comparing conservative and surgical approaches based on clinical, radiographical outcomes, and complication incidence.","What is the objective of this research?","The study aims to determine the optimal treatment by comparing conservative and surgical approaches for acute Rockwood type III ACJ dislocations regarding outcomes and complications.","study aim, evaluate, quantify, compare treatments, conservative vs surgical, clinical outcomes, radiographical outcomes, complication incidence"
Materials and methods,Research Question (PICOS Framework),"What research question was addressed using the PICOS framework?","The research question was: Patient (P) with acute Rockwood type III ACJ dislocation; Intervention (I) surgical treatment; Comparison (C) conservative treatment; Outcomes (O) clinical, functional, radiographic characteristics; Study design (S) RCTs, prospective, retrospective studies.","What framework was used to define the research question?","The study used the PICOS framework (Patient, Intervention, Comparison, Outcomes, Study design) to define its research question.","research question, PICOS framework, patient, intervention, comparison, outcomes, study design"
Materials and methods,Inclusion and Exclusion Criteria,"What criteria were used to include or exclude studies in this review?","Inclusion criteria: acute Rockwood type III ACJ dislocations (surgery within 3 weeks), comparison of surgical/conservative treatment, comparative/RCTs, human subjects, English language, published 2000-2022, minimum 24-month follow-up, LoE 1-4. Exclusion criteria: other Rockwood types, preclinical studies, meta-analyses, reviews, non-English articles, <10 patients.","What were the main criteria for selecting studies?","Studies were included if they focused on acute Rockwood type III ACJ dislocations, compared surgical vs. conservative treatment, were human studies in English, published 2000-2022, with at least 24-month follow-up and LoE 1-4.","inclusion criteria, exclusion criteria, acute Rockwood type III ACJ dislocations, comparative studies, RCTs, human subjects, English language, follow-up duration, Levels of Evidence (LoE)"
Materials and methods,Search Strategy and Study Screening,"What databases were searched, and over what period?","A literature search was performed on March 27, 2024, across PubMed, Scopus, Embase, and Medline for studies published from 2000 to March 2022. A total of 1,360 studies were found, with five selected for analysis after screening.","How were the studies identified and selected?","A literature search across four databases (PubMed, Scopus, Embase, Medline) from 2000 to March 2022 identified 1,360 studies, with five selected after screening.","search strategy, study screening, databases, PubMed, Scopus, Embase, Medline, publication period, PRISMA flow chart"
Materials and methods,Quality Assessment,"How was the quality of the included articles assessed?","Quality was assessed using the revised tool for Risk of Bias in randomized trials (RoB 2.0) for RCTs and the Risk of Bias In Non-randomized Studies of Interventions (ROBINS-I) for retrospective studies, as per Cochrane recommendations. Overall quality was classified using GRADE guidelines.","What tools were used to assess study quality and risk of bias?","The RoB 2.0 tool and ROBINS-I tool were used for bias assessment, and GRADE guidelines for overall quality of evidence.","quality assessment, risk of bias, RoB 2.0, ROBINS-I, Cochrane guidelines, GRADE guidelines"
Materials and methods,Data Extraction and Analysis,"What data were extracted, and how was the meta-analysis conducted?","Data extracted included study methodology, patient characteristics, treatment outcomes (scores: CS, DASH, ASES, ACJIS, SSV), radiological findings (ACD, CCD), complications, and return to play. Meta-analysis used inverse variance method with a random-effect model, assessing heterogeneity with I² statistic (significant if >25%). P value was set at 0.05.","What statistical methods were used for the analysis?","Data extraction included methodology, patient details, outcomes, and complications. Meta-analysis used the inverse variance method, random-effects model, and assessed heterogeneity with I² statistic (P=0.05 significance).","data extraction, meta-analysis, statistical analysis, inverse variance method, random-effect model, heterogeneity, I² statistic, P value"
Results,Patient Demographics and Meta-analysis Outcomes,"How many patients were analyzed, and what were their demographic characteristics?","The analysis included 73 patients treated conservatively and 110 surgically. The mean age was 35.6 years for surgical patients and 36.5 years for conservative patients. The sample was 7.3% female and 92.7% male.","What were the demographic details of the study participants?","The study analyzed 73 conservatively treated patients and 110 surgically treated patients, with similar mean ages (35.6 vs. 36.5 years) and a predominantly male population.","patients analyzed, demographic characteristics, conservative treatment, surgical treatment, mean age, gender distribution"
Results,Meta-analysis Outcomes,"What were the findings for the Constant Score (CS) and Acromioclavicular Distance (ACD)?","For CS, there was moderate heterogeneity (I²=33%), and the overall effect favored surgery but was not statistically significant (P > 0.05). For ACD, there was high heterogeneity (I²=91%), and the overall effect was statistically significant in favor of surgery (P < 0.05).","Were there significant differences in CS and ACD between surgical and conservative groups?","The difference in CS was not statistically significant, but the ACD showed a statistically significant improvement with surgery.","Constant Score (CS), Acromioclavicular Distance (ACD), moderate heterogeneity, high heterogeneity, statistically significant difference, favoring surgery"
Discussion,Interpretation of Findings,"What is the main takeaway regarding clinical and radiological outcomes for Rockwood III ACJ dislocations?","This review found no significant differences in patient-reported or functional outcomes between surgical and conservative management for Rockwood type III ACJ dislocations, but significant differences in radiographical outcomes favoring surgery.","What is the overall conclusion regarding clinical versus radiological results?","While clinical outcomes were similar, surgery demonstrated better radiological results (ACD, CCD), though the clinical benefit of this anatomical restoration remains uncertain.","interpretation of findings, clinical outcomes, functional outcomes, radiographical outcomes, surgical management, conservative management, Rockwood type III ACJ dislocation, anatomical restoration"
Discussion,Analysis of Complications and Techniques,"What complications are associated with surgical and conservative treatments for Rockwood III ACJ dislocations?","Surgical treatment had a 9.2% complication rate (infections, hardware issues). Conservative treatment had a 17.2% failure rate (persistent pain, deformity requiring surgery).","What are the primary complications of each treatment approach?","Surgical complications include infections and hardware issues; conservative treatment failure involves persistent pain or deformity.","complications, surgical treatment, conservative treatment, infections, hardware issues, failure rate, persistent pain, deformity"
Discussion,Limitations,"What are the limitations of this meta-analysis?","Limitations include few low-quality studies, variable follow-up durations, diverse scoring systems, heterogeneous surgical/rehab protocols, and incomplete reporting on conservative treatment failures.","What factors may affect the reliability of the results?","The review's limitations include the inclusion of few low-quality studies, varied follow-up periods, inconsistent outcome measures, differing surgical and rehabilitation protocols, and incomplete data on conservative treatment failures.","limitations, low quality studies, variable follow-up durations, diverse scoring systems, heterogeneous protocols, incomplete reporting"
Conclusions,Final Summary,"What is the overall conclusion of this systematic review and meta-analysis?","This review found no significant differences in patient-reported or functional outcomes between surgical and conservative management for Rockwood type III ACJ dislocations, but surgical management showed superior radiographical outcomes. Both treatments have associated risks. Further high-quality studies are needed.","What is the final consensus on the best treatment for Rockwood III ACJ dislocations?","While surgery offers better radiological results, clinical and functional outcomes are similar to conservative treatment. Treatment decisions should be individualized, and more high-quality studies are needed.","conclusion, systematic review, meta-analysis, no significant differences, patient-reported outcomes, functional outcomes, surgical management, conservative management, radiographical outcomes, high-quality studies"
Introduction,Prevalence and Classification,"What is the incidence of Acromioclavicular Joint (ACJ) dislocation?","ACJ dislocation typically occurs in young adult athletes and is a common shoulder injury, with an incidence of 4-12% and an absolute incidence of about 3-4 cases per 100,000 people per year.","How common are ACJ dislocations?","They are common shoulder injuries, especially in young adult athletes, occurring at an incidence of 4-12% and an absolute rate of 3-4 cases per 100,000 annually.","ACJ dislocation, prevalence, incidence, young adult athletes, shoulder region"
Introduction,Rockwood Classification,"What is the most common classification for ACJ dislocations?","The Rockwood classification, proposed in 1984, is most frequently used and identifies six grades based on dislocation severity, clavicle position, and ligaments involved.","How are ACJ dislocations classified?","The Rockwood system categorizes injuries into six grades based on dislocation severity, clavicle position, and involved ligaments.","Rockwood classification, six grades, dislocation severity, clavicle position, ligaments"
Introduction,Treatment by Rockwood Type,"How are Rockwood types I and II ACJ injuries typically treated?","Rockwood types I and II injuries are treated conservatively and yield excellent functional outcomes due to the absence of complete joint dislocation.","What is the standard management for mild ACJ dislocations?","Conservative treatment is the standard for Rockwood types I and II because they do not involve complete joint dislocation.","Rockwood type I, Rockwood type II, conservative treatment, excellent functional outcomes"
Introduction,Treatment by Rockwood Type,"When is surgical treatment generally preferred for ACJ dislocations?","Surgical treatment is generally preferred for Rockwood types IV, V, and VI injuries, which involve complete ACJ dislocation with marked instability.","What types of ACJ dislocations typically require surgical intervention?","Rockwood types IV, V, and VI, characterized by complete dislocation and significant instability, generally need surgical treatment.","Rockwood type IV, Rockwood type V, Rockwood type VI, surgical treatment, complete dislocation, joint instability"
Introduction,Controversy in Type III Treatment,"What is debated regarding the management of Rockwood type III ACJ dislocations?","The most appropriate management for Rockwood type III dislocations is debated, with treatment decisions based on surgeon preference, patient age, and activity level.","Why is the treatment for Type III ACJ dislocations debated?","There is no clear consensus on superiority, with treatment preferences varying based on surgeon, patient age, and activity level.","Rockwood type III, treatment controversy, surgeon preference, patient age, activity level"
Introduction,Controversy in Type III Treatment,"What are the pros and cons of non-surgical versus surgical treatment for Type III ACJ injuries?","Non-surgical approaches reduce complications and allow faster recovery but may lead to persistent pain and deformity. Surgery has higher complication rates but can achieve anatomical restoration, potentially better for manual labor or competitive sports.","What are the advantages and disadvantages of each approach?","Non-surgical treatment offers fewer complications and faster recovery but may result in residual pain or deformity. Surgery has higher complication rates but can provide anatomical restoration.","non-surgical approach, surgical approach, pros and cons, complications, faster recovery, persistent pain, deformity, anatomical restoration"
Introduction,Study Aim,"What is the aim of this study comparing surgical and conservative treatments for Rockwood III ACJ dislocations?","The study aimed to evaluate and quantify the best treatment by comparing conservative and surgical approaches based on clinical, radiographical outcomes, and complication incidence.","What is the objective of this research?","The research aims to compare the clinical and radiological outcomes and complication rates of conservative versus surgical treatments for acute Rockwood type III ACJ dislocations.","study aim, evaluate, quantify, compare treatments, conservative vs surgical, clinical outcomes, radiographical outcomes, complication incidence"
Materials and methods,Systematic Review Protocol,"What guidelines were followed for this systematic review and meta-analysis?","A systematic literature review was conducted following the PRISMA guidelines. The review was registered in the PROSPERO database (CRD42021536006).","What standards were adhered to during the review process?","The review followed PRISMA guidelines and was registered with PROSPERO.","systematic review protocol, PRISMA guidelines, PROSPERO database registration"
Materials and methods,Search Strategy and Study Screening,"What databases were searched, and over what period?","A systematic literature search was performed using PubMed, Web of Science, and Embase. The search string included terms related to acromioclavicular dislocations and Rockwood type III injuries.","How were relevant studies identified?","Studies were identified through a systematic search of PubMed, Web of Science, and Embase using specific keywords related to ACJ dislocations and Rockwood type III.","search strategy, study screening, databases, PubMed, Web of Science, Embase, keywords"
Materials and methods,Inclusion and Exclusion Criteria,"What criteria determined study inclusion and exclusion?","Inclusion criteria included studies on acute Rockwood type III ACJ dislocations (surgery within 3 weeks), comparing surgical and conservative treatment, being comparative or RCTs, involving humans, published in English, with a minimum 24-month follow-up and LoE 1-4. Exclusion criteria covered other Rockwood types, preclinical studies, meta-analyses, reviews, non-English articles, and studies with fewer than ten patients.","What were the main criteria for including studies in this review?","Studies had to focus on acute Rockwood type III ACJ dislocations, compare surgical vs. conservative treatment, involve human subjects, be published in English, have a minimum 24-month follow-up, and meet LoE 1-4 criteria.","inclusion criteria, exclusion criteria, acute Rockwood type III ACJ dislocations, surgical treatment, conservative treatment, comparative studies, RCTs, human subjects, English language, follow-up duration, Levels of Evidence (LoE)"
Materials and methods,Data Extraction,"What data were extracted from the included articles?","Data extracted included study methodology, patient characteristics (number, gender, age, Rockwood classification, intervention type, follow-up), treatment outcomes (clinical scores: Constant, DASH, ASES, ACJIS, SSV), radiographical findings (AC and CC distance), complications, and return to sports activity.","What specific information was collected from each study?","The data collected covered study methodology, patient demographics, intervention details, various clinical scores, radiological findings, complications, and return to sports activity.","data extraction, study methodology, patient characteristics, treatment outcomes, clinical scores, radiographical findings, complications, return to sports activity"
Materials and methods,Quality and Risk of Bias Evaluation,"How was the quality and risk of bias of the included studies assessed?","Risk of bias was assessed using the RoB 2.0 tool for RCTs and the ROBINS-I tool for non-randomized studies, following Cochrane recommendations. Overall quality of evidence was classified using GRADE guidelines.","What tools were used to evaluate study quality and bias?","Quality and risk of bias were assessed using RoB 2.0 (RCTs), ROBINS-I (non-randomized studies), and GRADE guidelines for overall evidence quality.","quality assessment, risk of bias, RoB 2.0, ROBINS-I, Cochrane guidelines, GRADE guidelines"
Materials and methods,Statistical Analysis,"What statistical methods were used for the meta-analysis?","A meta-analysis was conducted on clinical and radiographical outcomes using the inverse variance method, expressed as mean differences (MD). A random-effects model was used, with heterogeneity assessed by the I² statistic. The significance level was set at P=0.05.","How was the statistical analysis performed?","The meta-analysis utilized the inverse variance method and a random-effects model, with heterogeneity assessed by I² statistic, and a P-value of 0.05 for significance.","statistical analysis, meta-analysis, inverse variance method, mean differences (MD), random-effects model, heterogeneity, I² statistic, P value"
Results,Article Selection,"How many articles were initially found, and how many were included in the final analysis?","The search yielded 702 articles from PubMed, 785 from Embase, and 375 from Web of Science. After screening, ten articles were selected, comprising seven retrospective comparative studies and three RCTs, covering 397 patients.","What was the final sample size and composition?","Ten articles were included, analyzing 397 patients (180 conservative, 217 surgical), with 7.3% females and 92.7% males.","article selection, literature search, included studies, retrospective comparative studies, randomized controlled trials, patient population"
Results,Patient Characteristics and Treatment Details,"What were the average ages of patients in the conservative and surgical groups?","The mean age was 35.6 years for surgically treated patients and 36.5 years for conservatively treated patients.","Were there age differences between the treatment groups?","The mean ages were similar between the surgical and conservative groups.","patient characteristics, mean age, conservative group, surgical group"
Results,Patient Characteristics and Treatment Details,"What were the different surgical methods used in the study?","Surgical treatments included hook plate (69 patients), Kirschner wires (36 patients), Bosworth screw (16 patients), suture-button system (76 patients), and absorbable sutures or synthetic ligaments (20 patients).","What surgical techniques were employed in the analysis?","The study analyzed outcomes from hook plates, Kirschner wires, Bosworth screws, suture-button systems, and absorbable sutures/synthetic ligaments.","surgical methods, hook plate, Kirschner wires, Bosworth screw, suture-button system, absorbable sutures, synthetic ligaments"
Results,Patient Characteristics and Treatment Details,"What was the typical postoperative management for surgically treated patients?","Postoperative management included wearing a brace followed by physiotherapy.","What typically happened after surgery?","Patients usually wore a brace and then underwent physiotherapy.","postoperative management, brace, physiotherapy"
Results,Clinical and Radiological Outcomes,"What were the mean Constant scores for the surgical versus conservative groups?","Surgically treated patients had a mean Constant score of 90 ± 8.3, while conservatively treated patients had a mean score of 89.5 ± 8.1.","Were the Constant scores significantly different between the groups?","No, the difference in Constant scores was not statistically significant (P = 0.77).","Constant score, surgical group, conservative group, no significant difference"
Results,Clinical and Radiological Outcomes,"What were the postoperative AC and CC distances for surgical versus conservative treatments?","Surgically treated patients had smaller mean AC distances (4.3±2.6 mm) and CC distances (10.9±2.3 mm) compared to conservatively treated patients (AC: 9.4±3.8 mm, CC: 15±1.5 mm).","What were the key radiological findings comparing the groups?","Surgical management resulted in significantly smaller AC and CC distances compared to conservative treatment.","postoperative AC distance, postoperative CC distance, surgical treatment, conservative treatment"
